PropertyID,OccupancyType,Building,Address,City,State,Zip,Contact,ContactTel,RevisedDate,LastCarrier,InspectionDate,BRepCostNew,BSquareFoot,CRepCostNew,ParkSquareFoot,ParkSubStructure,ValuationDate,WallType,Heating,Cooling,RoofMaterial,Passenger,Freight,CommerciallyInsured,FEMAGrant,FEMARef,GrantDateRec,FEMAAmt,PropertySold,SoldDate,PropertyActive,ActiveDate,InactiveDate,MICLA,MICLADate,YearBuilt,StoriesNo,BuildingSF,ParkingSF,MFireAlarm,AFireAlarm,Sprinkler,Fully,Partial,EntryAlarm,ProtectionClass,Notes,UserID,InputDate,LossControlReport,AppraisalReport
P00360,Library,Washington Irving Branch Library,4117 W. Washington Blvd,Los Angeles,CA,90018,Cheryl Collins,3105487785,1/10/13 0:00,NULL,1/10/13 0:00,2601020,212,0,212,0,1/10/13 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,1/1/00 0:00,NULL,N,NULL,2000,1,12269,0,Y,Y,Y,Y,NULL,Y,NULL, ,sbiggs,1/10/13 15:18,N,N
P00055,Pump Station,Pump Station 618,4200 Tujunga Ave,Studio City,CA,91604,Dan Eason,213-978-7227,7/21/10 0:00,XL American,3/1/10 0:00,168584,0,0,0,0,3/1/10 0:00,Concrete,N,N,NULL,N,N,Y,N,NULL,NULL,0,U,NULL,N,NULL,NULL,N,NULL,1947,NULL,0,0,N,N,N,N,NULL,N,NULL,"Pump Station Inactive per  March 27, 2009 email from the  Department of Sanitation.      ",sbiggs,6/30/15 13:27,N,N
P00223,Fire Station,Old Fire Station 78,4230 Coldwater Canyon,Studio City,CA,91604,Community Liaison Officer,2139783810,7/19/11 0:00,NULL,NULL,659984,152,0,152,0,7/19/11 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,6/21/43 0:00,NULL,N,NULL,1943,1,4342,0,Y,Y,Y,Y,NULL,Y,NULL,   ,sbiggs,2/15/13 13:13,N,N
P00016,Fire Station,Fire Station 9,430 E. 7th Street,Los Angeles,CA,90014,David Paschal,213-928-9517,5/15/15 0:00,XL American,5/15/15 0:00,816413,132,1433008,132,0,5/15/15 0:00,Metal / Steel Frame,Y,Y,NULL,N,N,Y,N,NULL,NULL,0,U,NULL,Y,1/1/60 0:00,NULL,N,NULL,1960,3,6000,0,Y,Y,Y,Y,NULL,Y,NULL,Property - XL American            ,sbiggs,6/24/15 14:20,N,N
P00263,Fire Station,Fire Station 86,4305 Vineland Ave.,North Hollywood,CA,91602,Community Liaison Officer,2139783810,11/4/11 0:00,NULL,NULL,838584,152,0,152,0,11/4/11 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,11/22/61 0:00,NULL,N,NULL,1961,2,5517,0,Y,Y,Y,Y,NULL,Y,NULL,   ,sbiggs,2/15/13 13:41,N,N
P00179,Fire Station,Fire Station 46,4370 S. Hoover St,Los Angeles,CA,90037,Community Liaison Officer,2139783810,1/7/11 0:00,NULL,NULL,1259776,152,0,152,0,1/7/11 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,10/17/79 0:00,NULL,N,NULL,1979,2,8288,0,Y,Y,Y,Y,NULL,Y,NULL,  ,sbiggs,2/15/13 12:45,N,N
P00186,Fire Station,Old Fire Station 53,438 N. Mesa St,San Pedro,CA,90731,Community Liaison Officer,2139783810,2/11/11 0:00,NULL,NULL,747080,152,0,152,0,2/11/11 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,1/1/51 0:00,NULL,N,NULL,1951,2,4915,0,Y,Y,Y,Y,NULL,Y,NULL,    ,sbiggs,2/15/13 12:48,N,N
P00112,Wastewater Plant,Terminal Island Treatment Plant,444 Ferry Street,San Pedro,CA,90731,BJ Fulkerson,213-485-5849,3/12/15 0:00,XL American,3/1/15 0:00,168952375,1444,0,1444,0,3/1/15 0:00,Concrete Block,Y,Y,NULL,Y,Y,T,N,NULL,NULL,0,U,NULL,Y,NULL,NULL,N,NULL,Various,NULL,113572,0,Y,Y,Y,Y,NULL,Y,NULL,Property - Xl American          ,sbiggs,6/24/15 15:50,N,N
P00214,Fire Station,Fire Station 112,"444 S. Harbor Bl., Berth 86",San Pedro,CA,90731,Community Liaison Officer,2139783810,2/11/11 0:00,NULL,NULL,1064000,152,0,152,0,2/11/11 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,5/25/95 0:00,NULL,N,NULL,1995,2,7000,0,Y,Y,Y,Y,NULL,Y,NULL,  ,sbiggs,2/15/13 13:10,N,N
P00188,Fire Station,Fire Station 55,4455 York Bl,Los Angeles,CA,90041,Community Liaison Officer,2139783810,2/11/11 0:00,NULL,NULL,828400,152,0,152,0,2/11/11 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,1/24/89 0:00,NULL,N,NULL,1989,2,5450,0,Y,Y,Y,Y,NULL,Y,NULL,  ,sbiggs,2/15/13 12:49,N,N
P00273,Fire Station,Fire Station 94,4470 Coliseum St.,Los Angeles,CA,90016,Community Liaison Officer,2139289517,11/15/11 0:00,NULL,11/15/11 0:00,2614400,152,0,152,0,11/15/11 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,NULL,NULL,N,NULL,2002,2,17200,0,Y,Y,Y,Y,NULL,Y,NULL,   ,sbiggs,2/15/13 13:44,N,N
P00082,Pump Station,Pump Station 671,45 Terminal Way,Westchester,CA,91406,BJ Fulkerson,213-485-5849,7/23/10 0:00,NULL,3/1/10 0:00,628800,0,0,0,0,3/1/10 0:00,Concrete,N,N,NULL,N,N,N,N,NULL,NULL,0,U,NULL,Y,NULL,NULL,N,NULL,1933,2,3600,0,N,N,N,N,NULL,N,NULL,   ,sbiggs,9/21/10 12:00,N,N
P00143,Fire Station,Fire Station 4,450 E. Temple St,Los Angeles,CA,90012,Community Liaison Officer,2139783810,12/14/10 0:00,NULL,NULL,6080000,152,0,152,0,12/14/10 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,12/2/08 0:00,NULL,N,NULL,2008,2,40000,0,Y,Y,Y,Y,NULL,Y,NULL,  ,sbiggs,11/20/12 15:37,N,N
P00297,Library,Memorial Branch Library,4504 S. Central Ave,Los Angeles,CA,90011,Cherly Collins,3105487785,6/18/12 0:00,NULL,6/14/12 0:00,2188900,212,0,212,0,6/18/12 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,1/1/75 0:00,NULL,N,NULL,1975,1,10325,0,Y,Y,Y,Y,NULL,Y,NULL,  ,sbiggs,1/17/13 14:24,N,N
P00359,Library,Vernon Branch Library,4504 S. Central Ave,Los Angeles,CA,90011,Cheryl Collins,3105487785,1/10/13 0:00,NULL,1/10/13 0:00,2188900,212,0,212,0,1/10/13 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,NULL,1/1/75 0:00,NULL,N,NULL,1975,1,10325,0,Y,Y,Y,Y,NULL,Y,NULL, ,sbiggs,1/17/13 14:25,N,N
P00034,Offices / Workshops,North Central District Yard,452 San Fernando Road,Los Angeles,CA,90031,Dan Eason,213-978-7227,5/15/15 0:00,XL Group Insurance,3/1/15 0:00,8571264,64,2142816,64,0,3/1/15 0:00,Concrete Block,Y,Y,NULL,Y,Y,Y,N,NULL,NULL,0,U,NULL,Y,1/1/80 0:00,NULL,N,NULL,1980's,NULL,6000,124300,Y,Y,N,N,NULL,Y,NULL,Property - XL American               ,sbiggs,5/15/15 13:47,N,N
P00180,Fire Station,Fire Station 47,4575 Huntington Dr.,Los Angeles,CA,90032,Community Liaison Officer,2139783810,1/13/11 0:00,NULL,NULL,1761680,152,0,152,0,1/13/11 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,8/13/81 0:00,NULL,N,NULL,1981,2,11590,0,Y,Y,Y,Y,NULL,Y,NULL,  ,sbiggs,2/15/13 12:46,N,N
P00314,Library,Cahuenga Branch Library,4591 Santa Monica Blvd,Los Angeles,CA,90029,Cheryl Collins,3105487785,8/31/12 0:00,NULL,8/30/12 0:00,2319704,212,0,212,0,8/31/12 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,1/1/95 0:00,NULL,N,NULL,1995,1,10942,0,Y,Y,Y,Y,NULL,Y,NULL,   ,sbiggs,1/17/13 15:07,N,N
P00021,Wastewater Plant,Glendale Reclamation Plant,4600 Colorado Blvd,Los Angeles,CA,90039,Dan Eason,213-978-7227,3/12/15 0:00,XL American,3/1/15 0:00,67262918,466,0,466,0,3/1/15 0:00,Concrete,Y,Y,NULL,Y,Y,T,N,NULL,NULL,0,U,NULL,Y,NULL,NULL,N,NULL,Various,NULL,140000,0,Y,Y,Y,Y,NULL,Y,NULL,Property - Xl American      ,sbiggs,6/24/15 15:51,N,N
P00258,Offices / Training Facility,Mount Washington Preschool,4601 N. Figueroa Street,Los Angeles,CA,90065,Chris Rajapakse,8183521504,10/13/11 0:00,NULL,NULL,805410,157,0,157,0,10/13/11 0:00,Wood Frame,Y,U,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,NULL,NULL,N,NULL,1940,3,5130,0,N,N,N,N,NULL,N,NULL,AKA: Infant Toddler Childcare Center       Ziegler Estate ,sbiggs,2/15/13 12:39,N,N
P00290,Library,Junipero Serra Branch Library,4607 S. Main Street,Los Angeles,CA,90037,Cherly Collins,3105487785,2/1/12 0:00,NULL,2/1/12 0:00,2299564,212,0,212,0,2/1/12 0:00,Concrete,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,1/1/98 0:00,NULL,N,NULL,1998,1,10847,0,Y,Y,Y,Y,NULL,Y,NULL,    ,sbiggs,1/17/13 14:59,N,N
P00322,Multi-Purpose Bldg,Griffith Park Golf Complex,4730 Crystal Springs Dr,Los Angeles,CA,90027,James Ward,8182461243,11/6/12 0:00,NULL,10/24/12 0:00,1500000,146,0,146,0,10/29/12 0:00,Concrete Block,Y,Y,Gravel Composite,N,N,Y,N,NULL,NULL,0,NULL,NULL,Y,NULL,NULL,N,NULL,NULL,1,10331,0,Y,Y,Y,Y,NULL,Y,NULL,"Property Data obtained from Department of Recreation and Parks, James Ward. Refer to Golf Complex's Rental Value Entry.   ",sbiggs,2/15/13 13:57,N,N
P00118,Police Station,Wilshire Police Station,4861 Venice Blvd.,Los Angeles,CA,90019,BJ Fulkerson,213-485-5849,5/15/15 0:00,XL American,3/1/15 0:00,4403487,160,1433008,160,0,3/1/15 0:00,Metal / Steel Frame,Y,Y,NULL,U,U,N,N,NULL,NULL,0,U,NULL,Y,1/1/74 0:00,NULL,N,NULL,1974 / 2005,2,26700,0,Y,Y,Y,Y,NULL,Y,NULL,Property - XL American    ,sbiggs,5/18/15 11:12,N,N
P00185,Fire Station,Fire Station 52,4957 Melrose Bl,Los Angeles,CA,90029,Community Liaison Officer,2139783810,3/12/15 0:00,XL American,3/1/15 0:00,1236240,152,0,152,0,3/1/15 0:00,Concrete Block,Y,Y,NULL,N,N,Y,N,NULL,NULL,0,NULL,NULL,Y,12/28/88 0:00,NULL,N,NULL,1988,2,9080,0,Y,Y,Y,Y,NULL,Y,NULL,Property - Xl American          ,sbiggs,6/24/15 15:37,N,N
P00137,Fire Station,Fire Station 83,4960 Balboa Blvd.,Encino,CA,91316,Raul Macias,2134855844,3/12/15 0:00,XL American,3/1/15 0:00,3502680,226,0,226,0,3/1/15 0:00,Concrete Block,Y,Y,NULL,N,N,Y,N,NULL,NULL,0,NULL,NULL,Y,1/19/06 0:00,NULL,N,NULL,2006,2,15028,0,Y,Y,Y,Y,NULL,Y,NULL,Property - XL American            ,sbiggs,6/24/15 15:25,N,N
P00259,Fire Station,Old Fire Station 83,5001 Balboa Blvd,Los Angeles,CA,91316,Community Liaison Officer,2139783810,11/4/11 0:00,NULL,NULL,792072,152,0,152,0,11/4/11 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,10/6/48 0:00,NULL,N,NULL,1948,2,5211,0,Y,Y,Y,Y,NULL,Y,NULL,  ,sbiggs,2/15/13 13:40,N,N
P00242,Offices / Training Facility,Central City Neighborhood Partners,501 S. Bixel Street,Los Angeles,CA,90017,Chris Rajapakse,8183521504,9/15/11 0:00,NULL,9/14/11 0:00,1884000,157,0,157,0,9/15/11 0:00,Concrete Block,Y,Y,NULL,Y,N,N,N,NULL,NULL,0,NULL,NULL,Y,NULL,NULL,N,NULL,1960,2,12000,0,Y,Y,Y,Y,NULL,Y,NULL,Central City Neighborhood Partners  Fair Youth Chance  ,sbiggs,2/14/13 15:36,N,N
P00358,Library,Venice Branch Library,501 S. Venice Blvd,Los Angeles,CA,90291,Cheryl Collins,3105487785,1/10/13 0:00,NULL,1/10/13 0:00,2226000,212,NULL,212,NULL,1/10/13 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,NULL,NULL,NULL,Y,1/1/95 0:00,NULL,N,NULL,1995,1,10500,NULL,Y,Y,Y,Y,NULL,Y,NULL,NULL,sbiggs,1/10/13 15:11,N,N
P00019,Fire Station,Fire Station 68,5021 Washington Bl,Los Angeles,CA,90016,Community Liaison Officer,213-928-9517,5/15/15 0:00,XL American,5/15/15 0:00,816413,132,1433008,132,0,5/15/15 0:00,Concrete Block,Y,Y,NULL,N,N,Y,N,NULL,NULL,0,U,NULL,Y,7/7/87 0:00,NULL,N,NULL,1987,3,6000,0,Y,Y,Y,Y,NULL,Y,NULL,Property - XL American           ,sbiggs,6/24/15 14:21,N,N
P00335,Library,Eagle Rock Branch Library,5027 Casper Ave,Los Angeles,CA,90041,Cheryl Collins,3105487785,1/9/13 0:00,NULL,1/9/13 0:00,2631132,212,0,212,0,1/9/13 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,1/1/81 0:00,NULL,N,NULL,1981,1,12411,0,Y,Y,Y,Y,NULL,Y,NULL, ,sbiggs,1/9/13 14:05,N,N
P00071,Pump Station,Pump Station 640,507 1/2 Muskingum Pl.,Pacific Palisades,CA,NULL,BJ Fulkerson,213-485-5849,7/23/10 0:00,NULL,NULL,0,0,0,0,0,NULL,Concrete,N,N,NULL,N,N,N,N,NULL,NULL,0,U,NULL,Y,NULL,NULL,N,NULL,NULL,NULL,0,0,N,N,N,N,NULL,N,NULL,NULL,sbiggs,9/21/10 11:48,N,N
P00267,Fire Station,Fire Station 88,5101 Sepulveda Blvd,Sherman Oaks,CA,91403,Community Liaison Officer,2139783810,11/10/11 0:00,NULL,NULL,4432016,152,0,152,0,11/10/11 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,9/2/75 0:00,NULL,N,NULL,1975,2,29158,0,Y,Y,Y,Y,NULL,Y,NULL,  ,sbiggs,2/15/13 13:42,N,N
P00244,Multi-Purpose Bldg,Crenshaw Senior Citizens Multipurpose Center,5133 Crenshaw Blvd.,Los Angeles,CA,90043,Chris Rajapakse,8183521504,9/21/11 0:00,NULL,9/21/11 0:00,628000,157,0,157,0,9/21/11 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,NULL,NULL,N,NULL,1950,1,4000,0,Y,Y,Y,Y,NULL,Y,NULL,Operated by:   People Coordinated Srvices ,sbiggs,2/14/13 15:37,N,N
P00121,Office Bldg,Medical Services Bldg,520 E. Temple Street,Los Angeles,CA,90012,Raul Macias,2134855849,5/15/15 0:00,XL American,5/15/15 0:00,18904170,196,0,196,0,5/15/15 0:00,Concrete,Y,Y,NULL,Y,Y,Y,N,NULL,NULL,0,NULL,NULL,Y,1/1/10 0:00,NULL,N,NULL,2010,3,24000,70000,Y,Y,Y,Y,NULL,Y,NULL,Property - XL American             ,sbiggs,6/24/15 14:25,N,N
P00042,Pump Station,Pump Station 601,520 W. Manchester,Los Angeles,CA,90044,BJ Fulkerson,213-485-5849,3/12/15 0:00,XL American,3/1/15 0:00,3560829,0,0,0,0,3/1/15 0:00,Concrete,N,N,NULL,N,N,Y,N,NULL,NULL,0,U,NULL,Y,1/1/76 0:00,NULL,N,NULL,1976,1,0,0,N,N,N,N,NULL,N,NULL,Property - Xl American     ,sbiggs,6/24/15 15:52,N,N
P00303,Library,North Hollywood Branch Library,5211 Tujunga Avenue,North Hollywood,CA,91601,Cheryl Collins,3105487785,8/3/12 0:00,NULL,8/2/12 0:00,3211800,212,0,212,0,8/3/12 0:00,Concrete,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,1/1/02 0:00,NULL,U,NULL,2002,1,15150,0,Y,Y,Y,Y,NULL,Y,NULL,  ,sbiggs,1/17/13 15:02,N,N
P00132,NULL,Vacant Land,525 N. Los Angeles Street,Los Angeles,CA,90013,BJ Fulkerson,2134855849,3/12/15 0:00,XL American,3/1/15 0:00,103020,0,0,0,0,3/1/15 0:00,NULL,N,N,NULL,N,N,Y,N,NULL,NULL,0,NULL,NULL,Y,NULL,NULL,N,NULL,NULL,NULL,0,0,N,N,N,N,NULL,N,NULL,Property - XL American     ,sbiggs,6/24/15 15:21,N,N
P00075,Pump Station,Pump Station 649,5250 W Jefferson Blvd,Los Angeles,CA,90016,BJ Fulkerson,213-485-5849,3/12/15 0:00,XL American,3/1/15 0:00,254031,0,0,0,0,3/1/15 0:00,Concrete,N,N,NULL,N,N,Y,N,NULL,NULL,0,U,NULL,Y,NULL,NULL,N,NULL,1948,1,0,0,N,N,N,N,NULL,N,NULL,Property - Xl American    ,sbiggs,6/30/15 13:56,N,N
P00257,Multi-Purpose Bldg,Los Angeles Mens Place,528 S. San Pedro Street,Los Angeles,CA,90013,Chris Rajapakse,8183521504,10/13/11 0:00,NULL,10/13/11 0:00,785000,157,0,157,0,10/16/11 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,NULL,NULL,N,NULL,1980,1,5000,0,Y,Y,Y,Y,NULL,Y,NULL,AKA: LAMP Community ,sbiggs,2/15/13 12:38,N,N
P00039,Parking Garage,Pershing Square,532 S. Olive Street,Los Angeles,CA,90013,Jose Tores,213-473-5556,5/15/15 0:00,XL American,3/1/15 0:00,10714080,289,1071408,289,0,3/1/15 0:00,Concrete Block,Y,Y,NULL,Y,Y,Y,N,NULL,NULL,0,U,NULL,Y,1/1/50 0:00,NULL,N,NULL,1950's,3,0,360000,Y,Y,Y,Y,NULL,Y,NULL,Property - XL American               ,sbiggs,5/18/15 10:59,N,N
P00192,Fire Station,Fire Station 60,5320 Tujunga Ave,N. Hollywood,CA,91601,Community Liaison Officer,2139783810,2/11/11 0:00,NULL,NULL,1456008,152,0,152,0,2/11/11 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,6/24/49 0:00,NULL,N,NULL,1949,2,9579,0,Y,Y,Y,Y,NULL,Y,NULL,  ,sbiggs,2/15/13 12:57,N,N
P00200,Fire Station,Fire Station 67,5451 Playa Vista Dr,Playa Vista,CA,90094,Community Liaison Officer,2139783810,3/12/15 0:00,XL American,3/1/15 0:00,3296640,214,0,214,0,3/1/15 0:00,Concrete Block,Y,Y,NULL,N,N,Y,N,NULL,NULL,0,NULL,NULL,Y,10/15/07 0:00,NULL,N,NULL,2007,2,15000,0,Y,Y,Y,Y,NULL,Y,NULL,Property - Xl American       ,sbiggs,6/24/15 15:34,N,N
P00040,Offices / Workshops,Piper Tech Center,555 Ramirez Street,Los Angeles,CA,90012,George Becker,2134738555,5/15/15 0:00,XL American,3/1/15 0:00,125640101,94,34820760,94,0,3/1/15 0:00,Concrete,Y,Y,NULL,Y,Y,Y,N,NULL,NULL,0,U,NULL,Y,1/1/82 0:00,NULL,N,NULL,1982,4,1300000,0,Y,Y,Y,Y,NULL,Y,NULL,Property - XL American         ,sbiggs,5/15/15 13:41,Y,N
P00076,Pump Station,Pump Station #654,5550 Inglewood Blvd,Los Angeles,CA,90066,BJ Fulkerson,213-485-5849,3/12/15 0:00,XL American,3/1/15 0:00,3943317,0,0,0,0,3/1/15 0:00,Concrete,N,N,NULL,N,N,Y,N,NULL,NULL,0,U,NULL,Y,NULL,NULL,N,NULL,1993,1,473,0,N,N,N,N,NULL,N,NULL,Property - Xl American    ,sbiggs,6/30/15 13:57,N,N
P00029,Offices / Training Facility,LAPD Training Center,5651 W. Manchester Ave.,Westchester,CA,90045,Enrique Ceja,3106650360,5/15/15 0:00,XL American,3/1/15 0:00,41417131,201,10285517,201,0,3/1/15 0:00,Concrete Block,Y,Y,NULL,Y,Y,Y,N,NULL,NULL,0,U,NULL,Y,1/1/70 0:00,NULL,N,NULL,1970,3,200000,0,Y,Y,Y,Y,NULL,Y,NULL,Property - XL American               ,sbiggs,5/18/15 11:09,Y,N
P00187,Fire Station,Old Fire Station 54,5730 Crenshaw Bl,Los Angeles,CA,90043,Community Liaison Officer,2139783810,2/11/11 0:00,NULL,NULL,619552,152,0,152,0,2/11/11 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,6/19/24 0:00,NULL,N,NULL,1924,2,4076,0,Y,Y,Y,Y,NULL,Y,NULL,  ,sbiggs,2/15/13 12:49,N,N
P00229,Fire Station,Fire Station 82,5769 Hollywood Blvd,Los Angeles,CA,90028,Community Liaison Officer,2139783810,7/22/11 0:00,NULL,NULL,3648000,152,0,152,0,7/22/11 0:00,Concrete Block,Y,Y,NULL,Y,N,N,N,NULL,NULL,0,NULL,NULL,Y,NULL,NULL,N,NULL,2012,3,24000,0,Y,Y,Y,Y,NULL,Y,NULL,    ,sbiggs,2/15/13 13:39,N,N
P00136,Fire Station,Fire Station 61,5821 W. 3rd Street,Los Angeles,CA,90036,Community Liaison Officer,2134855849,3/12/15 0:00,XL American,3/1/15 0:00,3605700,385,0,385,0,3/1/15 0:00,Concrete Block,Y,Y,NULL,N,N,Y,N,NULL,NULL,0,NULL,NULL,Y,6/22/87 0:00,NULL,N,NULL,1987,2,9080,0,Y,Y,Y,Y,NULL,Y,NULL,Property - XL American       ,sbiggs,6/24/15 15:23,N,N
P00111,City Yard,Southwest Sanitation Yard,5860 S. Wilton Pl,Los Angeles,CA,90047,Dan Eason,213-978-7227,5/15/15 0:00,XL American,5/15/15 0:00,3005279,95,0,95,0,5/15/15 0:00,Wood / Concrete,Y,Y,NULL,N,N,Y,N,NULL,NULL,0,U,NULL,Y,1/1/62 0:00,NULL,N,NULL,1962,1,21414,0,Y,Y,Y,U,NULL,Y,NULL,Property - XL American  ,sbiggs,6/24/15 14:31,U,U
P00124,City Yard,Southwest Street Services Yard,5860 S. Wilton Place,Los Angeles,CA,90047,BJ Fulkerson,2134855849,5/15/15 0:00,XL American,5/15/15 0:00,3005279,136,0,136,0,5/15/15 0:00,Concrete Block,Y,Y,NULL,N,N,Y,N,NULL,NULL,0,NULL,NULL,Y,1/1/62 0:00,NULL,N,NULL,1962,1,21414,0,Y,Y,Y,Y,NULL,Y,NULL,Property - XL American                ,sbiggs,6/24/15 14:29,N,N
P00249,Multi-Purpose Bldg,Los Angeles Community Garden Council,5863 S. Wall Street,Los Angeles,CA,90011,Chris Rajapakse,8183521504,10/6/11 0:00,NULL,10/6/11 0:00,806980,157,0,157,0,10/6/11 0:00,Wood Frame,Y,N,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,NULL,NULL,N,NULL,1950,1,5140,0,N,N,N,N,NULL,N,NULL, ,sbiggs,2/15/13 10:25,N,N
P00150,Fire Station,Fire Station 12,5921 N. Figueroa St,Los Angeles,CA,NULL,Community Liaison Officer,2139783810,12/14/10 0:00,NULL,NULL,1411016,152,0,152,0,12/14/10 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,5/20/49 0:00,NULL,N,NULL,1949,2,9283,0,Y,Y,Y,Y,NULL,Y,NULL,  ,sbiggs,11/20/12 15:43,N,N
P00095,Pump Station,Pump Station 687,600 S. Neptune Ave,Wilmington,CA,90744,BJ Fulkerson,213-485-5849,3/12/14 0:00,XL American,3/1/14 0:00,208023,0,0,0,0,3/1/14 0:00,Concrete,N,N,NULL,N,N,Y,N,NULL,NULL,0,U,NULL,Y,NULL,NULL,N,NULL,1975,NULL,0,0,N,N,N,N,NULL,N,NULL,Property - Xl American   ,sbiggs,7/10/14 15:46,N,N
P00241,Multi-Purpose Bldg,Arroyo Vista Family Health Center,6000 N. Figueroa Street,Los Angeles,CA,90042,Chris Rajapakse,8183521504,9/15/11 0:00,NULL,9/14/11 0:00,2502894,157,0,157,0,9/15/11 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,NULL,NULL,N,NULL,1968,2,15942,0,Y,Y,Y,Y,NULL,Y,NULL,  ,sbiggs,2/14/13 15:28,N,N
P00293,Pump Station,NCOS 806,6000 W. Jefferson Blvd,Los Angeles,CA,90016,BJ Fulkerson,2139289517,3/12/14 0:00,XL American,3/1/14 0:00,15300000,0,0,0,0,3/1/14 0:00,Concrete,N,N,NULL,N,N,Y,N,NULL,NULL,0,NULL,NULL,Y,NULL,NULL,N,NULL,0,0,0,0,N,N,N,N,NULL,N,NULL,Property - Xl American      Air Treatment Facility    ,sbiggs,7/17/14 10:49,N,N
P00094,Pump Station,Pump Station 686,601 Nissan Way,Wilmington,CA,90744,BJ Fulkerson,213-485-5849,3/12/14 0:00,XL American,3/1/14 0:00,126660,0,0,0,0,3/1/14 0:00,Concrete,N,N,NULL,N,N,Y,N,NULL,NULL,0,U,NULL,Y,NULL,NULL,N,NULL,1975,NULL,0,0,U,U,U,U,NULL,U,NULL,Property - Xl American       ,sbiggs,7/10/14 15:46,N,N
P00078,Pump Station,Pump Station 659,6015 74th Street,Westchester,CA,91406,BJ Fulkerson,213-485-5849,7/23/10 0:00,NULL,3/1/10 0:00,35800,0,0,0,0,3/1/10 0:00,Concrete Block,N,N,NULL,N,N,N,N,NULL,NULL,0,U,NULL,Y,NULL,NULL,N,NULL,1994,NULL,24,0,N,N,N,N,NULL,N,NULL,  ,sbiggs,9/21/10 11:55,N,N
P00246,Multi-Purpose Bldg,Estelle Van Meter Multipurpose Center,606 E. 76th Street,Los Angeles,CA,90001,Chris Rajapakse,8183521504,9/21/11 0:00,NULL,9/21/11 0:00,1355852,157,0,157,0,9/21/11 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,NULL,NULL,N,NULL,1951,1,8635,0,Y,Y,Y,Y,NULL,Y,NULL, ,sbiggs,2/14/13 15:42,N,N
P00113,Wastewater Plant,Tillman Reclamation Plant,6100 Woodley Ave,Van Nuys,CA,91406,Dan Eason,213-978-7227,3/12/15 0:00,XL American,3/1/15 0:00,208476551,2468,0,2468,0,3/1/15 0:00,Concrete Block,Y,Y,NULL,Y,Y,T,N,NULL,NULL,0,U,NULL,Y,NULL,NULL,N,NULL,Various,3,82000,0,Y,Y,Y,Y,NULL,Y,NULL,Property - Xl American           ,sbiggs,6/24/15 15:49,N,N
P00317,Library,John C. Fremont Branch Library,6121 Melrose Avenue,Los Angeles,CA,90038,Cheryl Collins,3105487785,10/28/12 0:00,NULL,NULL,1560532,212,0,212,0,10/28/12 0:00,Concrete Block,Y,Y,NULL,N,N,N,N,NULL,NULL,0,NULL,NULL,Y,1/1/96 0:00,NULL,N,NULL,1996,1,7361,0,Y,Y,Y,Y,NULL,Y,NULL, ,sbiggs,1/17/13 15:08,N,N
