OBJECTID *,Shape *,AIN,APN,AgencyClassNo,AgencyName,AgencyType,UseCode,UseCode_2,UseType,UseDescription,RecDate,RecDocNo,OwnerName,SpecialName,MailStreet,MailAddress,MailCity,MailZip,Roll_Year,Roll_LandValue,Roll_ImpValue,Roll_PersPropValue,Roll_FixtureValue,Roll_HomeOwnersExemp,Roll_LandBaseYear,Roll_ImpBaseYear,LastSaleDate,Assr_Map,Assr_Index_Map,APN,A_ComRedevAg,B_DWP,C_GSDSurplus,D_CAO_Interim,E_PublicWorks,F_Surplus_Consol,G_Nona,H_Wilmington,Shape_Length,Shape_Area
271,Polygon,6055020900,6055-020-900,236000,L A City,LA City,8800,88,Government,Government Parcel,19670245,<Null>,L A CITY,REAL EST BUS GROUP - JUNE,P O BOX 51111, P O BOX 51111,LOS ANGELES  CA,90051-0100,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,0,0,6055-020,6055-NDX,6055020900,0,1,0,0,0,0,0,0,579.855184,7969.474612
272,Polygon,6055021901,6055-021-901,236000,L A City,LA City,8800,88,Government,Government Parcel,19670245,<Null>,L A CITY,REAL EST BUS GROUP - JUNE,P O BOX 51111, P O BOX 51111,LOS ANGELES  CA,90051-0100,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,0,0,6055-021,6055-NDX,6055021901,0,1,0,0,0,0,0,0,300.840824,3785.416118
273,Polygon,4105017901,4105-017-901,236000,L A City,LA City,100,1,Residential,Single,19720530,<Null>,L A CITY, , ,, ,0,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,0,0,4105-017,4105-NDX,4105017901,0,0,1,0,0,0,0,0,142.009655,609.612
274,Polygon,6038010017,6038-010-017,<Null>,<Null>,<Null>,100V,10,Commercial,Commercial,19910628,992637,"SYNN,NAM K AND SUN O", ,FAIRFORD DR,1709 FAIRFORD DR,FULLERTON CA,92833-1508,2013,80550,123,0,0,0,1991,1991,19910628,6038-010,6038-NDX,6038010017,0,0,0,0,0,0,1,0,290.053055,3001.50765
275,Polygon,6038010904,6038-010-904,<Null>,<Null>,<Null>,100V,10,Commercial,Commercial,20070504,<Null>,LOS ANGELES CITY DEPARTMENT OF, ,7TH ST,1200 W 7TH ST   STE 700,LOS ANGELES CA,90017-2319,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,0,20060428,6038-010,6038-NDX,6038010904,0,0,0,0,0,0,1,0,290.03296,3001.262951
276,Polygon,4105017900,4105-017-900,236000,L A City,LA City,100,1,Residential,Single,19720530,<Null>,L A CITY, , ,, ,0,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,0,0,4105-017,4105-NDX,4105017900,0,0,1,0,0,0,0,0,264.038896,1220.61075
277,Polygon,6034016001,6034-016-001,<Null>,<Null>,<Null>,7100,71,Institutional,Churches,20131112,1608009,APB PROPERTIES LLC, ,PARAMOUNT BLVD,15740 PARAMOUNT BLVD   UNIT E,PARAMOUNT CA,90723-4361,2013,103044,118900,0,0,0,1987,1987,20131112,6034-016,6034-NDX,6034016001,0,0,0,0,0,0,1,0,333.521009,6912.179322
278,Polygon,4104017904,4104-017-904,236000,L A City,LA City,8800,88,Government,Government Parcel,19571231,<Null>,L A CITY, , ,, ,0,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,0,0,4104-017,4104-NDX,4104017904,0,0,1,0,0,0,0,0,140.009013,600.17965
279,Polygon,4104018902,4104-018-902,236000,L A City,LA City,100,1,Residential,Single,19711210,<Null>,L A CITY, , ,, ,0,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,0,0,4104-018,4104-NDX,4104018902,0,0,1,0,0,0,0,0,135.990643,579.5686
280,Polygon,6056015272,6056-015-272,236924,L A  City Dept of Water & Power,LADWP,810V,81,Miscellaneous,Utility Commercial & Mutual: Pumping Plants State Assessed Pr,19700000,0,L A CITY DEPT OF WATER AND POWER, ,P O BOX 51111  RM 633, P O BOX 51111  RM 633,LOS ANGELES  CA,90051-0100,2013,33898,0,0,0,0,1978,1978,0,6056-015,6056-NDX,6056015272,0,1,0,0,0,0,0,0,1024.855068,14639.76923
281,Polygon,6056015270,6056-015-270,236924,L A  City Dept of Water & Power,LADWP,810V,81,Miscellaneous,Utility Commercial & Mutual: Pumping Plants State Assessed Pr,19700000,0,L A CITY DEPT OF WATER AND POWER, ,P O BOX 51111  RM 633, P O BOX 51111  RM 633,LOS ANGELES  CA,90051-0100,2013,1120,0,0,0,0,1978,1978,0,6056-015,6056-NDX,6056015270,0,1,0,0,0,0,0,0,123.681472,1124.186467
282,Polygon,4107008905,4107-008-905,236009,L A City S by S,LA City,8800,88,Government,Government Parcel,19561214,<Null>,L A CITY S BY S, , ,, ,0,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,0,0,4107-008,4107-NDX,4107008905,0,0,1,0,0,0,0,0,120.010043,500.05045
283,Polygon,4106002901,4106-002-901,236009,L A City S by S,LA City,8800,88,Government,Government Parcel,19630507,<Null>,L A CITY S BY S, , ,, ,0,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,0,0,4106-002,4106-NDX,4106002901,0,0,1,0,0,0,0,0,121.995261,509.9968
284,Polygon,6056015271,6056-015-271,236924,L A  City Dept of Water & Power,LADWP,810V,81,Miscellaneous,Utility Commercial & Mutual: Pumping Plants State Assessed Pr,19700000,0,L A CITY DEPT OF WATER AND POWER, ,P O BOX 51111  RM 633, P O BOX 51111  RM 633,LOS ANGELES  CA,90051-0100,2013,33898,0,0,0,0,1978,1978,0,6056-015,6056-NDX,6056015271,0,1,0,0,0,0,0,0,1020.876459,14584.84141
285,Polygon,4106002900,4106-002-900,236009,L A City S by S,LA City,8800,88,Government,Government Parcel,19630507,<Null>,L A CITY S BY S, , ,, ,0,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,0,0,4106-002,4106-NDX,4106002900,0,0,1,0,0,0,0,0,139.995067,599.45775
286,Polygon,6056016270,6056-016-270,236924,L A  City Dept of Water & Power,LADWP,810V,81,Miscellaneous,Utility Commercial & Mutual: Pumping Plants State Assessed Pr,19700000,0,L A CITY DEPT OF WATER AND POWER, ,P O BOX 51111  RM 633, P O BOX 51111  RM 633,LOS ANGELES  CA,90051-0100,2013,42084,0,0,0,0,1978,1978,0,6056-016,6056-NDX,6056016270,0,1,0,0,0,0,0,0,1252.881085,18064.81054
287,Polygon,4107014910,4107-014-910,236009,L A City S by S,LA City,100,1,Residential,Single,19561214,<Null>,L A CITY S BY S, , ,, ,0,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,0,0,4107-014,4107-NDX,4107014910,0,0,1,0,0,0,0,0,220.030149,1000.52005
288,Polygon,6056016271,6056-016-271,236924,L A  City Dept of Water & Power,LADWP,810V,81,Miscellaneous,Utility Commercial & Mutual: Pumping Plants State Assessed Pr,19700000,0,L A CITY DEPT OF WATER AND POWER, ,P O BOX 51111  RM 633, P O BOX 51111  RM 633,LOS ANGELES  CA,90051-0100,2013,35072,0,0,0,0,1978,1978,0,6056-016,6056-NDX,6056016271,0,1,0,0,0,0,0,0,1163.713882,16001.25814
289,Polygon,4107014909,4107-014-909,236009,L A City S by S,LA City,100,1,Residential,Single,19561214,<Null>,L A CITY S BY S, , ,, ,0,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,0,0,4107-014,4107-NDX,4107014909,0,0,1,0,0,0,0,0,120.003626,499.98035
290,Polygon,4107009904,4107-009-904,236009,L A City S by S,LA City,8800,88,Government,Government Parcel,19561214,<Null>,L A CITY S BY S, , ,, ,0,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,0,0,4107-009,4107-NDX,4107009904,0,0,1,0,0,0,0,0,133.370048,566.93605
291,Polygon,4107014905,4107-014-905,236009,L A City S by S,LA City,8800,88,Government,Government Parcel,19561214,<Null>,L A CITY S BY S, , ,, ,0,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,0,0,4107-014,4107-NDX,4107014905,0,0,1,0,0,0,0,0,25.962944,29.8182
292,Polygon,4107018902,4107-018-902,236009,L A City S by S,LA City,100,1,Residential,Single,19720223,<Null>,L A CITY S BY S, , ,, ,0,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,0,0,4107-018,4107-NDX,4107018902,0,0,1,0,0,0,0,0,220.0001,999.8572
293,Polygon,4107018903,4107-018-903,236009,L A City S by S,LA City,100,1,Residential,Single,19720223,<Null>,L A CITY S BY S, , ,, ,0,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,0,0,4107-018,4107-NDX,4107018903,0,0,1,0,0,0,0,0,120.018443,500.0285
294,Polygon,6034021025,6034-021-025,<Null>,<Null>,<Null>,6400,64,Recreational,"Clubs., Lodge Halls, Fraternal Organizations",20111201,1628145,GOSPEL TRUTH CHURCH INC, ,NORMANDIE AVE,8401 S NORMANDIE AVE,LOS ANGELES CA,900442227,2013,64673,79226,0,0,0,1986,1986,0,6034-021,6034-NDX,6034021025,0,0,0,0,0,0,1,0,729.640733,20128.7995
295,Polygon,4108027900,4108-027-900,236009,L A City S by S,LA City,8800,88,Government,Government Parcel,19650105,<Null>,L A CITY S BY S, , ,, ,0,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,0,0,4108-027,4108-NDX,4108027900,0,0,1,0,0,0,0,0,260.026009,1200.1957
296,Polygon,6039012025,6039-012-025,0,<Null>,<Null>,2600,26,Commercial,"Auto, Recreation EQPT, Construction EQPT, Sales & Service",20041220,3286948,"VALDRY,LEON E TR", ,P O BOX 44 A 90, P O BOX 44 A 90,LOS ANGELES CA,90044-9790,2013,26658,17999,0,0,0,1975,1975,19700918,6039-012,6039-NDX,6039012025,0,0,0,0,0,0,1,0,337.320537,6467.131199
297,Polygon,6034030042,6034-030-042,<Null>,<Null>,<Null>,1200,12,Commercial,Store Combination,19961114,1846876,"LOPEZ,LEONARDO M AND IRIS A TRS", ,VERMONT AVE,2800 S VERMONT AVE,LOS ANGELES CA,90007-2229,2013,64673,8071,0,0,0,1987,1987,19870402,6034-030,6034-NDX,6034030042,0,0,0,0,0,0,1,0,373.42478,6503.6978
298,Polygon,4115007901,4115-007-901,236000,L A City,LA City,100,1,Residential,Single,19980702,<Null>,L A CITY, ,1ST ST,111 E 1ST ST   STE  201,LOS ANGELES CA,90012-4113,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,0,19690618,4115-007,4115-NDX,4115007901,0,0,0,1,0,1,0,0,335.694661,5333.3597
299,Polygon,4115006900,4115-006-900,236000,L A City,LA City,100,1,Residential,Single,19980406,<Null>,L A CITY, ,1ST ST,111 E 1ST ST   STE  212,LOS ANGELES CA,90012-4152,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,0,19910524,4115-006,4115-NDX,4115006900,0,0,0,1,0,1,1,0,342.058178,6775.710538
300,Polygon,4115007900,4115-007-900,236000,L A City,LA City,100,1,Residential,Single,19960507,<Null>,L A CITY, ,ZITOLA TER,8156 ZITOLA TER,PLAYA DEL REY CA,90293-7832,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,0,0,4115-007,4115-NDX,4115007900,0,0,0,1,0,1,0,0,350.756312,6817.312941
301,Polygon,4115007902,4115-007-902,236000,L A City,LA City,100,1,Residential,Single,19980701,<Null>,L A CITY, ,1ST ST,111 E 1ST ST   STE  201,LOS ANGELES CA,90012-4113,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,0,19920724,4115-007,4115-NDX,4115007902,0,0,0,1,0,1,0,0,329.636299,5218.33065
302,Polygon,4115007903,4115-007-903,236000,L A City,LA City,101,1,Residential,Single,19990811,<Null>,L A CITY, ,1ST ST,111 E 1ST ST   STE  201,LOS ANGELES CA,90012-4113,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,0,0,4115-007,4115-NDX,4115007903,0,0,0,1,0,1,0,0,352.966225,6964.816046
303,Polygon,4115009900,4115-009-900,236000,L A City,LA City,100,1,Residential,Single,19980721,<Null>,L A CITY, ,1ST ST,111 E 1ST ST   STE  201,LOS ANGELES CA,90012-4113,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,0,19880715,4115-009,4115-NDX,4115009900,0,0,0,1,0,1,0,0,378.359387,7552.9065
304,Polygon,6020013006,6020-013-006,<Null>,<Null>,<Null>,020V,2,Residential,Two Units,20040520,1294336,"SMITH,D AND", ,P.O. BOX 7653, P.O. BOX 7653,VAN NUYS CA,91409,2013,25869,0,0,0,0,1978,1996,19861231,6020-013,6020-NDX,6020013006,0,0,0,0,0,0,1,0,366.011715,5720.673149
305,Polygon,4122003907,4122-003-907,236009,L A City S by S,LA City,200,2,Residential,Two Units,19561214,<Null>,L A CITY S BY S, , ,, ,0,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,0,0,4122-003,4122-NDX,4122003907,0,0,1,0,0,0,0,0,240.000121,1100.0011
306,Polygon,4123015900,4123-015-900,236009,L A City S by S,LA City,100,1,Residential,Single,19720223,<Null>,L A CITY S BY S, , ,, ,0,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,0,0,4123-015,4123-NDX,4123015900,0,0,1,0,0,0,0,0,119.987255,499.6566
307,Polygon,4115021900,4115-021-900,236000,L A City,LA City,8800,88,Government,Government Parcel,19670245,<Null>,L A CITY, , ,, ,0,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,0,0,4115-021,4115-NDX,4115021900,0,0,0,1,0,1,0,0,3309.523146,46672.00396
308,Polygon,6020017016,6020-017-016,<Null>,<Null>,<Null>,300,3,Residential,Three Units (Any Combination),20020311,581017,"VACA,SERGIO J JR", ,78TH ST,515 W 78TH ST,LOS ANGELES CA,90044-6017,2013,112326,79873,0,0,0,2000,2000,20000327,6020-017,6020-NDX,6020017016,0,0,0,0,0,0,1,0,360.181681,6511.23405
309,Polygon,4122013900,4122-013-900,236000,L A City,LA City,8800,88,Government,Government Parcel,19561214,<Null>,L A CITY, , ,, ,0,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,0,0,4122-013,4122-NDX,4122013900,0,0,1,0,0,0,0,0,235.105275,1051.304554
310,Polygon,4122011910,4122-011-910,236009,L A City S by S,LA City,8800,88,Government,Government Parcel,19561214,<Null>,L A CITY S BY S, , ,, ,0,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,0,0,4122-011,4122-NDX,4122011910,0,0,1,0,0,0,0,0,120.44899,502.2022
311,Polygon,4122011911,4122-011-911,236009,L A City S by S,LA City,8800,88,Government,Government Parcel,19561214,<Null>,L A CITY S BY S, , ,, ,0,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,0,0,4122-011,4122-NDX,4122011911,0,0,1,0,0,0,0,0,134.402142,572.71925
312,Polygon,4125006900,4125-006-900,236009,L A City S by S,LA City,8800,88,Government,Government Parcel,19630507,<Null>,L A CITY S BY S, , ,, ,0,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,0,0,4125-006,4125-NDX,4125006900,0,0,1,0,0,0,0,0,128.022446,540.327
313,Polygon,4112029900,4112-029-900,236000,L A City,LA City,8800,88,Government,Government Parcel,19670245,<Null>,L A CITY, ,MANCHESTER AVE,6621 W MANCHESTER AVE,LOS ANGELES CA,900453739,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,0,0,4112-029,4112-NDX,4112029900,0,0,0,0,0,0,1,0,560.099297,19507.28975
314,Polygon,4125008901,4125-008-901,236000,L A City,LA City,100,1,Residential,Single,19720530,<Null>,L A CITY, , ,, ,0,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,0,0,4125-008,4125-NDX,4125008901,0,0,1,0,0,0,0,0,139.994467,599.6328
315,Polygon,4125008900,4125-008-900,236000,L A City,LA City,100,1,Residential,Single,19720530,<Null>,L A CITY, , ,, ,0,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,0,0,4125-008,4125-NDX,4125008900,0,0,1,0,0,0,0,0,260.012908,1200.10485
316,Polygon,4225013901,4225-013-901,236009,L A City S by S,LA City,880V,88,Government,Government Parcel,20110203,<Null>,L A CITY PARK,C/O CID MACARAEG,FIGUEROA ST,221 N FIGUEROA ST   1ST FL,LOS ANGELES CA,90012-2639,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,0,0,4225-013,4225-NDX,4225013901,0,0,0,1,0,1,0,0,326.607627,6393.223113
317,Polygon,4238020900,4238-020-900,236009,L A City S by S,LA City,8800,88,Government,Government Parcel,19500915,<Null>,L A CITY S BY S, , ,, ,0,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,0,0,4238-020,4238-NDX,4238020900,0,0,1,1,0,1,0,0,289.365292,4453.679045
318,Polygon,4221010900,4221-010-900,236009,L A City S by S,LA City,8800,88,Government,Government Parcel,19620126,<Null>,L A CITY S BY S, , ,, ,0,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,0,0,4221-010,4221-NDX,4221010900,0,0,1,0,0,0,0,0,100.000524,400.08105
319,Polygon,4229005901,4229-005-901,236009,L A City S by S,LA City,8800,88,Government,Government Parcel,19640429,<Null>,L A CITY S BY S, , ,, ,0,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,0,0,4229-005,4229-NDX,4229005901,0,0,1,0,0,0,0,0,207.988225,303.081801
320,Polygon,4241036906,4241-036-906,236000,L A City,LA City,300V,30,Industrial,Industrial,19870427,<Null>,L A CITY, , ,, ,0,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,0,19860418,4241-036,4241-NDX,4241036906,0,0,0,1,0,1,0,0,812.077241,11273.6201
321,Polygon,4241036907,4241-036-907,236000,L A City,LA City,300V,30,Industrial,Industrial,19870427,<Null>,L A CITY, , ,, ,0,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,0,19860418,4241-036,4241-NDX,4241036907,0,0,0,1,0,1,0,0,383.895501,4820.7559
322,Polygon,4225008904,4225-008-904,236009,L A City S by S,LA City,8800,88,Government,Government Parcel,19490516,<Null>,L A CITY S BY S, , ,, ,0,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,0,0,4225-008,4225-NDX,4225008904,0,0,0,1,0,1,0,0,356.963263,7847.653851
323,Polygon,4238024903,4238-024-903,236000,L A City,LA City,8850,88,Government,Government Parcel,19740329,<Null>,L A CITY, ,VENICE BLVD,206 N VENICE BLVD,LOS ANGELES CA,902914535,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,0,0,4238-024,4238-NDX,4238024903,0,0,0,1,0,1,0,0,323.272111,6319.566999
324,Polygon,4229017900,4229-017-900,236009,L A City S by S,LA City,8800,88,Government,Government Parcel,19670245,<Null>,L A CITY S BY S, , ,, ,0,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,0,0,4229-017,4229-NDX,4229017900,0,0,0,1,0,1,0,0,300.008883,5000.32925
325,Polygon,4249032900,4249-032-900,236009,L A City S by S,LA City,8800,88,Government,Government Parcel,19650105,<Null>,L A CITY S BY S, , ,, ,0,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,0,0,4249-032,4249-NDX,4249032900,0,0,1,0,0,0,0,0,141.999277,203.601451
326,Polygon,4225011901,4225-011-901,236000,L A City,LA City,010V,1,Residential,Single,19991013,<Null>,L A CITY, ,1ST ST,111 E 1ST ST   RM   201,LOS ANGELES CA,90012-4113,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,0,19890525,4225-011,4225-NDX,4225011901,0,0,0,1,0,1,0,0,450.235899,5847.663051
327,Polygon,4246005900,4246-005-900,236009,L A City S by S,LA City,8800,88,Government,Government Parcel,19620126,<Null>,L A CITY S BY S, , ,, ,0,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,0,0,4246-005,4246-NDX,4246005900,0,0,1,0,0,0,0,0,119.623996,490.48565
328,Polygon,4237009900,4237-009-900,236009,L A City S by S,LA City,8800,88,Government,Government Parcel,19660104,<Null>,L A CITY S BY S, , ,, ,0,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,0,0,4237-009,4237-NDX,4237009900,0,0,1,0,0,0,0,0,32.121083,56.583
329,Polygon,4257008900,4257-008-900,236009,L A City S by S,LA City,8800,88,Government,Government Parcel,19600404,<Null>,L A CITY S BY S, , ,, ,0,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,0,0,4257-008,4257-NDX,4257008900,0,0,1,0,0,0,0,0,34.584009,52.161
330,Polygon,4286025900,4286-025-900,236000,L A City,LA City,8800,88,Government,Government Parcel,19490516,<Null>,L A CITY, , ,, ,0,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,0,0,4286-025,4286-NDX,4286025900,0,0,1,0,0,0,0,0,245.253549,381.80385
331,Polygon,4286024900,4286-024-900,236009,L A City S by S,LA City,8800,88,Government,Government Parcel,19670406,<Null>,L A CITY S BY S, , ,, ,0,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,0,0,4286-024,4286-NDX,4286024900,0,0,1,0,0,0,0,0,246.894636,406.279599
332,Polygon,4247029900,4247-029-900,236009,L A City S by S,LA City,8800,88,Government,Government Parcel,19601230,<Null>,L A CITY S BY S, , ,, ,0,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,0,0,4247-029,4247-NDX,4247029900,0,0,1,0,0,0,0,0,120.002255,499.9853
333,Polygon,4247031900,4247-031-900,236009,L A City S by S,LA City,8800,88,Government,Government Parcel,19650105,<Null>,L A CITY S BY S, , ,, ,0,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,0,0,4247-031,4247-NDX,4247031900,0,0,1,0,0,0,0,0,119.985816,499.677
334,Polygon,4238014900,4238-014-900,236000,L A City,LA City,8800,88,Government,Government Parcel,19670245,<Null>,L A CITY, , ,, ,0,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,0,0,4238-014,4238-NDX,4238014900,0,0,0,1,0,1,0,0,343.103217,6079.326001
335,Polygon,6229014273,6229-014-273,236924,L A  City Dept of Water & Power,LADWP,810V,81,Miscellaneous,Utility Commercial & Mutual: Pumping Plants State Assessed Pr,19760000,0,L A CITY DEPT OF WATER AND POWER, ,P O BOX 51111  RM 633, P O BOX 51111  RM 633,LOS ANGELES CA,90051-0100,2013,56293,0,0,0,0,1978,1978,0,6229-014,6229-NDX,6229014273,0,1,0,0,0,0,0,0,678.465,26307.4986
336,Polygon,6229016274,6229-016-274,236924,L A  City Dept of Water & Power,LADWP,810V,81,Miscellaneous,Utility Commercial & Mutual: Pumping Plants State Assessed Pr,19760000,0,L A CITY DEPT OF WATER AND POWER, ,P O BOX 51111  RM 633, P O BOX 51111  RM 633,LOS ANGELES CA,90051-0100,2013,39732,0,0,0,0,1978,1978,0,6229-016,6229-NDX,6229016274,0,1,0,0,0,0,0,0,677.946884,26307.11535
337,Polygon,4240018048,4240-018-048,<Null>,<Null>,<Null>,100V,10,Commercial,Commercial,19901114,1905483,"WOODS,TOMMY R CO TR", ,MALCOLM AVE,3207 MALCOLM AVE,LOS ANGELES CA,90034-4408,2013,72115,0,0,0,0,1977,1990,19770228,4240-018,4240-NDX,4240018048,0,0,0,0,0,0,1,0,389.823862,7245.97015
338,Polygon,6231009274,6231-009-274,236924,L A  City Dept of Water & Power,LADWP,010V,1,Residential,Single,19871125,1885073,L A CITY DEPT OF WATER AND POWER, ,P O BOX 51111  RM 633, P O BOX 51111  RM 633,LOS ANGELES  CA,90051-0100,2013,177,0,0,0,0,1975,1975,19740206,6231-009,6231-NDX,6231009274,0,1,0,0,0,0,0,0,139.860792,369.758146
339,Polygon,6231009273,6231-009-273,236924,L A  City Dept of Water & Power,LADWP,020V,2,Residential,Two Units,19730321,0,L A CITY DEPT OF WATER AND POWER, ,P O BOX 51111  RM 633, P O BOX 51111  RM 633,LOS ANGELES  CA,90051-0100,2013,22189,0,0,0,0,1978,1978,0,6231-009,6231-NDX,6231009273,0,1,0,0,0,0,0,0,846.751603,35996.75854
340,Polygon,6366017905,6366-017-905,236920,L A  City Dept of Water & Power,LADWP,810V,81,Miscellaneous,Utility Commercial & Mutual: Pumping Plants State Assessed Pr,19840217,<Null>,L A CITY DEPT OF WATER AND POWER,REAL ESTATE BUS GROUP-JUNE,P O BOX 51111, P O BOX 51111,LOS ANGELES  CA,90051-0100,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,0,0,6366-017,6366-NDX,6366017905,0,1,0,0,0,0,0,0,3317.084015,192916.2616
341,Polygon,6366016906,6366-016-906,236920,L A  City Dept of Water & Power,LADWP,810V,81,Miscellaneous,Utility Commercial & Mutual: Pumping Plants State Assessed Pr,19840217,<Null>,L A CITY DEPT OF WATER AND POWER,REAL EST BUS GROUP - JUNE,P O BOX 51111, P O BOX 51111,LOS ANGELES  CA,90051-0100,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,0,0,6366-016,6366-NDX,6366016906,0,1,0,0,0,0,0,0,1786.794866,91000.64665
342,Polygon,6366016273,6366-016-273,236924,L A  City Dept of Water & Power,LADWP,810V,81,Miscellaneous,Utility Commercial & Mutual: Pumping Plants State Assessed Pr,19760000,0,L A CITY DEPT OF WATER AND POWER, ,P O BOX 51111  RM 633, P O BOX 51111  RM 633,LOS ANGELES CA,90051-0100,2013,95893,0,0,0,0,1978,1978,0,6366-016,6366-NDX,6366016273,0,1,0,0,0,0,0,0,4178.788722,233823.1719
343,Polygon,6229001270,6229-001-270,236924,L A  City Dept of Water & Power,LADWP,810V,81,Miscellaneous,Utility Commercial & Mutual: Pumping Plants State Assessed Pr,19700000,0,L A CITY DEPT OF WATER AND POWER, ,P O BOX 51111  RM 633, P O BOX 51111  RM 633,LOS ANGELES  CA,90051-0100,2013,37990,0,0,0,0,1978,1978,0,6229-001,6229-NDX,6229001270,0,1,0,0,0,0,0,0,1495.516093,79705.5848
344,Polygon,6232007277,6232-007-277,236924,L A  City Dept of Water & Power,LADWP,810V,81,Miscellaneous,Utility Commercial & Mutual: Pumping Plants State Assessed Pr,19760000,0,L A CITY DEPT OF WATER AND POWER, ,P O BOX 51111  RM 633, P O BOX 51111  RM 633,LOS ANGELES CA,90051-0100,2013,405879,0,0,0,0,1978,1978,0,6232-007,6232-NDX,6232007277,0,1,0,0,0,0,0,0,3010.51666,157998.5998
345,Polygon,6232007278,6232-007-278,236924,L A  City Dept of Water & Power,LADWP,300V,30,Industrial,Industrial,19760000,0,L A CITY DEPT OF WATER AND POWER, ,P O BOX 51111  RM 633, P O BOX 51111  RM 633,LOS ANGELES CA,90051-0100,2013,52616,0,0,0,0,1978,1978,0,6232-007,6232-NDX,6232007278,0,1,0,0,0,0,0,0,602.195068,20241.89275
346,Polygon,6232006272,6232-006-272,236924,L A  City Dept of Water & Power,LADWP,810V,81,Miscellaneous,Utility Commercial & Mutual: Pumping Plants State Assessed Pr,19760000,0,L A CITY DEPT OF WATER AND POWER, ,P O BOX 51111  RM 633, P O BOX 51111  RM 633,LOS ANGELES CA,90051-0100,2013,76570,0,0,0,0,1978,1978,0,6232-006,6232-NDX,6232006272,0,1,0,0,0,0,0,0,764.410074,30508.05263
347,Polygon,6229005270,6229-005-270,236924,L A  City Dept of Water & Power,LADWP,810V,81,Miscellaneous,Utility Commercial & Mutual: Pumping Plants State Assessed Pr,19700000,0,L A CITY DEPT OF WATER AND POWER, ,P O BOX 51111  RM 633, P O BOX 51111  RM 633,LOS ANGELES  CA,90051-0100,2013,99377,0,0,0,0,1978,1978,0,6229-005,6229-NDX,6229005270,0,1,0,0,0,0,0,0,1060.463258,51306.89827
