DISTRICT,AIN,ASSESSED VALUE,ADDRESS,FIRST_OWNER_NAME,,compiled_address,compiled_lat,compiled_lng
6,2221012900,$124,0         0,L A CITY S BY S,"","0, 0",0,0
6,2221015900,$124,0         0,L A CITY S BY S,"","0, 0",0,0
6,2221015901,$124,0         0,L A CITY,"","0, 0",0,0
6,2221020900,"$16,773",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
6,2222001900,$124,0         0,L A CITY,"","0, 0",0,0
6,2222001902,$0,0         0,LACMTA,"","0, 0",0,0
6,2222001903,$0,0         0,LACMTA,"","0, 0",0,0
6,2222003901,$124,0         0,L A CITY S BY S,"","0, 0",0,0
6,2222007900,$124,0         0,L A CITY S BY S,"","0, 0",0,0
6,2222013900,$124,0         0,L A CITY,"","0, 0",0,0
6,2222014900,$249,0         0,L A CITY S BY S,"","0, 0",0,0
6,2224006900,$124,0         0,L A CITY S BY S,"","0, 0",0,0
6,2224011905,"$2,113,504",0         0,L A CITY,"","0, 0",0,0
6,2224011906,$241,0         0,L A CITY,"","0, 0",0,0
6,2224011908,$120,0         0,L A CITY,"","0, 0",0,0
6,2224011909,$120,0         0,L A CITY,"","0, 0",0,0
6,2224026900,$124,0         0,L A CITY,"","0, 0",0,0
6,2224035902,$0,0         0,L A CITY S BY S,"","0, 0",0,0
6,2225007900,$124,0         0,L A CITY S BY S,"","0, 0",0,0
6,2225008900,$124,0         0,L A CITY S BY S,"","0, 0",0,0
6,2225012900,$124,0         0,L A CITY S BY S,"","0, 0",0,0
6,2225014901,"$14,084",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
6,2225015900,$122,0         0,L A CITY S BY S,"","0, 0",0,0
6,2225016901,$124,0         0,L A CITY,"","0, 0",0,0
6,2225019901,$124,0         0,L A CITY S BY S,"","0, 0",0,0
6,2225023900,$124,0         0,L A CITY,"","0, 0",0,0
6,2226001906,"$1,075,893",0         0,L A CITY,"","0, 0",0,0
6,2226001907,"$806,971",0         0,L A CITY,"","0, 0",0,0
6,2226001908,"$1,844,510",0         0,L A CITY,"","0, 0",0,0
6,2226020900,$124,0         0,L A CITY S BY S,"","0, 0",0,0
6,2227003901,$124,0         0,L A CITY S BY S,"","0, 0",0,0
6,2227020900,"$480,339",0         0,L A CITY,"","0, 0",0,0
6,2227021900,$124,0         0,L A CITY,"","0, 0",0,0
6,2227022900,$124,0         0,L A CITY,"","0, 0",0,0
6,2228021900,$124,0         0,L A CITY S BY S,"","0, 0",0,0
6,2228022900,"$79,027",0         0,L A CITY,"","0, 0",0,0
6,2229008900,"$56,869",0         0,L A CITY,"","0, 0",0,0
5,2229033901,$0,0         0,LACMTA,"","0, 0",0,0
6,2229033902,$0,0         0,LACMTA,"","0, 0",0,0
6,2230024900,$0,0         0,LACMTA,"","0, 0",0,0
6,2230024901,$0,0         0,LACMTA,"","0, 0",0,0
6,2233001900,$108,0         0,L A CITY S BY S,"","0, 0",0,0
6,2233008902,$124,0         0,L A CITY S BY S,"","0, 0",0,0
6,2233009900,$124,0         0,L A CITY S BY S,"","0, 0",0,0
6,2233011900,$124,0         0,L A CITY S BY S,"","0, 0",0,0
6,2233030900,"$216,457",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
6,2234005900,$124,0         0,L A CITY,"","0, 0",0,0
6,2234026900,$124,0         0,L A CITY S BY S,"","0, 0",0,0
6,2235015900,$124,0         0,L A CITY S BY S,"","0, 0",0,0
6,2235015901,$124,0         0,L A CITY S BY S,"","0, 0",0,0
6,2235015902,$124,0         0,L A CITY S BY S,"","0, 0",0,0
6,2236023900,"$270,252",0         0,L A CITY,"","0, 0",0,0
2,2237008900,"$1,147",0         0,L A CITY S BY S,"","0, 0",0,0
6,2237013906,$0,0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
2,2237015900,"$163,948",0         0,L A CITY,"","0, 0",0,0
2,2238003901,$124,0         0,L A CITY S BY S,"","0, 0",0,0
2,2238007901,$124,0         0,L A CITY S BY S,"","0, 0",0,0
2,2238010901,$124,0         0,L A CITY,"","0, 0",0,0
2,2238010902,$124,0         0,L A CITY,"","0, 0",0,0
2,2239007900,$10,0         0,L A CITY,"","0, 0",0,0
2,2239013900,$124,0         0,L A CITY S BY S,"","0, 0",0,0
2,2239013901,$124,0         0,L A CITY,"","0, 0",0,0
2,2239025900,$0,0         0,LACMTA,"","0, 0",0,0
2,2239025901,$0,0         0,LACMTA,"","0, 0",0,0
6,2240001900,"$300,990",0         0,L A CITY,"","0, 0",0,0
6,2240003903,"$490,553",0         0,L A CITY,"","0, 0",0,0
6,2240003908,$0,0         0,LA CITY,"","0, 0",0,0
6,2240007901,$0,0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
6,2240008903,$0,0         0,LACMTA,"","0, 0",0,0
6,2240009900,"$211,332",0         0,L A CITY,"","0, 0",0,0
6,2240010904,"$1,462,116",0         0,L A CITY,"","0, 0",0,0
6,2241004900,"$131,920",0         0,L A CITY,"","0, 0",0,0
6,2241025901,$0,0         0,LACMTA,"","0, 0",0,0
6,2241026901,"$453,436",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
6,2241026903,$0,0         0,LACMTA,"","0, 0",0,0
6,2241027901,$0,0         0,LACMTA,"","0, 0",0,0
6,2242001900,$505,0         0,L A CITY,"","0, 0",0,0
6,2242001904,$0,0         0,LACMTA,"","0, 0",0,0
6,2242001905,$0,0         0,LACMTA,"","0, 0",0,0
6,2242002900,$378,0         0,L A CITY,"","0, 0",0,0
6,2242002902,$0,0         0,LACMTA,"","0, 0",0,0
6,2242025900,"$195,975",0         0,L A CITY,"","0, 0",0,0
6,2242025901,"$270,267",0         0,L A CITY,"","0, 0",0,0
6,2242026901,"$266,422",0         0,L A CITY,"","0, 0",0,0
6,2242026902,$0,0         0,LACMTA,"","0, 0",0,0
6,2242027900,$0,0         0,LACMTA,"","0, 0",0,0
4,2243010900,$124,0         0,L A CITY S BY S,"","0, 0",0,0
4,2243019900,"$2,042",0         0,L A CITY S BY S,"","0, 0",0,0
4,2244001901,$124,0         0,L A CITY,"","0, 0",0,0
4,2245026901,$124,0         0,L A CITY S BY S,"","0, 0",0,0
2,2246001900,$124,0         0,L A CITY S BY S,"","0, 0",0,0
2,2246013900,$124,0         0,L A CITY S BY S,"","0, 0",0,0
2,2246015900,$124,0         0,L A CITY S BY S,"","0, 0",0,0
2,2246015901,$124,0         0,L A CITY S BY S,"","0, 0",0,0
2,2246015902,$124,0         0,L A CITY S BY S,"","0, 0",0,0
2,2246016900,$124,0         0,L A CITY S BY S,"","0, 0",0,0
2,2246016901,$378,0         0,L A CITY S BY S,"","0, 0",0,0
2,2246019900,"$1,659",0         0,L A CITY S BY S,"","0, 0",0,0
2,2246019901,$124,0         0,L A CITY S BY S,"","0, 0",0,0
2,2246030900,$124,0         0,L A CITY S BY S,"","0, 0",0,0
2,2246032900,$378,0         0,L A CITY S BY S,"","0, 0",0,0
4,2247013900,$0,0         0,L A CITY S BY S,"","0, 0",0,0
4,2247013902,$124,0         0,L A CITY S BY S,"","0, 0",0,0
4,2247013903,$124,0         0,L A CITY S BY S,"","0, 0",0,0
4,2247013904,$124,0         0,L A CITY S BY S,"","0, 0",0,0
4,2247014903,$124,0         0,L A CITY S BY S,"","0, 0",0,0
4,2247017900,$124,0         0,L A CITY S BY S,"","0, 0",0,0
4,2248008901,"$472,650",0         0,L A CITY,"","0, 0",0,0
4,2248009901,"$472,650",0         0,L A CITY,"","0, 0",0,0
4,2248021901,$124,0         0,L A CITY S BY S,"","0, 0",0,0
4,2248023901,"$2,414,082",0         0,L A CITY,"","0, 0",0,0
4,2248028900,$124,0         0,L A CITY,"","0, 0",0,0
4,2249016900,$124,0         0,L A CITY S BY S,"","0, 0",0,0
4,2249017900,$124,0         0,L A CITY S BY S,"","0, 0",0,0
4,2249020900,$124,0         0,L A CITY S BY S,"","0, 0",0,0
4,2249021901,$124,0         0,L A CITY S BY S,"","0, 0",0,0
4,2249024900,$124,0         0,L A CITY,"","0, 0",0,0
4,2250007901,$124,0         0,L A CITY S BY S,"","0, 0",0,0
4,2250008900,$124,0         0,L A CITY S BY S,"","0, 0",0,0
4,2250009900,$124,0         0,L A CITY S BY S,"","0, 0",0,0
4,2250015900,$124,0         0,L A CITY S BY S,"","0, 0",0,0
4,2250015901,$124,0         0,L A CITY S BY S,"","0, 0",0,0
6,2251001902,$0,0         0,LACMTA,"","0, 0",0,0
6,2251001903,$0,0         0,LACMTA,"","0, 0",0,0
6,2251002905,$0,0         0,LACMTA,"","0, 0",0,0
5,2258002900,$124,0         0,L A CITY S BY S,"","0, 0",0,0
5,2258006901,$124,0         0,L A CITY S BY S,"","0, 0",0,0
5,2258016901,"$31,634",0         0,L A CITY,"","0, 0",0,0
5,2258017900,"$1,524,183",0         0,L A CITY,"","0, 0",0,0
5,2258018900,"$388,088",0         0,L A CITY,"","0, 0",0,0
5,2258023900,$9,0         0,L A CITY,"","0, 0",0,0
5,2258028900,$249,0         0,L A CITY S BY S,"","0, 0",0,0
5,2258028901,$124,0         0,L A CITY S BY S,"","0, 0",0,0
5,2259010902,"$258,724",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
5,2260018901,$124,0         0,L A CITY S BY S,"","0, 0",0,0
5,2260022900,$124,0         0,L A CITY S BY S,"","0, 0",0,0
5,2261024900,$108,0         0,L A CITY,"","0, 0",0,0
5,2261030901,$124,0         0,L A CITY S BY S,"","0, 0",0,0
5,2261030902,$249,0         0,L A CITY S BY S,"","0, 0",0,0
5,2261030903,$124,0         0,L A CITY S BY S,"","0, 0",0,0
5,2261032900,$124,0         0,L A CITY S BY S,"","0, 0",0,0
5,2261032901,$124,0         0,L A CITY S BY S,"","0, 0",0,0
5,2261039900,$10,0         0,L A CITY S BY S,"","0, 0",0,0
4,2263005900,$124,0         0,L A CITY,"","0, 0",0,0
4,2263005903,$124,0         0,L A CITY,"","0, 0",0,0
4,2263026900,$124,0         0,L A CITY,"","0, 0",0,0
4,2263034900,$124,0         0,L A CITY S BY S,"","0, 0",0,0
4,2263036901,"$2,693",0         0,L A CITY,"","0, 0",0,0
4,2265018900,"$66,858",0         0,L A CITY,"","0, 0",0,0
4,2265018905,"$157,252",0         0,L A CITY,"","0, 0",0,0
4,2269007900,$124,0         0,L A CITY S BY S,"","0, 0",0,0
4,2269015902,$0,0         0,L A CITY,"","0, 0",0,0
4,2272033900,$0,0         0,L A CITY,"","0, 0",0,0
4,2272033901,$0,0         0,L A CITY,"","0, 0",0,0
4,2274012900,$249,0         0,L A CITY S BY S,"","0, 0",0,0
4,2274019900,$124,0         0,L A CITY S BY S,"","0, 0",0,0
4,2274020900,$124,0         0,L A CITY S BY S,"","0, 0",0,0
4,2274025900,$124,0         0,L A CITY S BY S,"","0, 0",0,0
4,2274025901,$124,0         0,L A CITY S BY S,"","0, 0",0,0
4,2275017901,"$345,660",0         0,L A CITY,"","0, 0",0,0
4,2275018900,"$460,882",0         0,L A CITY,"","0, 0",0,0
4,2275018901,"$586,778",0         0,L A CITY,"","0, 0",0,0
4,2276001907,$0,0         0,L A CITY,"","0, 0",0,0
4,2276004900,"$169,075",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
4,2277025900,"$775,888",0         0,L A CITY,"","0, 0",0,0
4,2277031900,$124,0         0,L A CITY S BY S,"","0, 0",0,0
4,2277031901,$124,0         0,L A CITY S BY S,"","0, 0",0,0
4,2278010902,"$36,885",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
4,2278016900,$378,0         0,L A CITY,"","0, 0",0,0
5,2283010900,"$486,711",0         0,L A CITY,"","0, 0",0,0
5,2284004900,$124,0         0,L A CITY S BY S,"","0, 0",0,0
5,2286012900,$124,0         0,L A CITY S BY S,"","0, 0",0,0
5,2287009901,$124,0         0,L A CITY S BY S,"","0, 0",0,0
5,2287009902,$124,0         0,L A CITY S BY S,"","0, 0",0,0
5,2287009903,$124,0         0,L A CITY S BY S,"","0, 0",0,0
5,2287009904,$124,0         0,L A CITY S BY S,"","0, 0",0,0
5,2292013901,"$1,593,292",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
5,2292013902,"$6,655",0         0,L A CITY,"","0, 0",0,0
5,2292014901,"$43,544",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
5,2293009900,"$58,787",0         0,L A CITY,"","0, 0",0,0
5,2293010902,$10,0         0,L A CITY,"","0, 0",0,0
5,2293011900,$124,0         0,L A CITY S BY S,"","0, 0",0,0
5,2293015900,"$28,174",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
5,2293017900,"$66,858",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
6,2301011901,$761,0         0,L A CITY S BY S,"","0, 0",0,0
6,2301011903,$124,0         0,L A CITY S BY S,"","0, 0",0,0
6,2301011904,$122,0         0,L A CITY,"","0, 0",0,0
2,2303001900,$124,0         0,L A CITY S BY S,"","0, 0",0,0
2,2303001901,$124,0         0,L A CITY S BY S,"","0, 0",0,0
2,2303001902,$124,0         0,L A CITY S BY S,"","0, 0",0,0
2,2303002900,$124,0         0,L A CITY S BY S,"","0, 0",0,0
2,2303002901,$124,0         0,L A CITY S BY S,"","0, 0",0,0
2,2303002902,$124,0         0,L A CITY S BY S,"","0, 0",0,0
2,2303003900,$124,0         0,L A CITY S BY S,"","0, 0",0,0
2,2303003901,$124,0         0,L A CITY S BY S,"","0, 0",0,0
2,2303003902,$124,0         0,L A CITY S BY S,"","0, 0",0,0
2,2303003903,$124,0         0,L A CITY S BY S,"","0, 0",0,0
2,2303004900,$124,0         0,L A CITY S BY S,"","0, 0",0,0
2,2303011900,$124,0         0,L A CITY S BY S,"","0, 0",0,0
2,2303017900,$124,0         0,L A CITY S BY S,"","0, 0",0,0
2,2303024901,$0,0         0,LACMTA,"","0, 0",0,0
2,2303024902,$0,0         0,LACMTA,"","0, 0",0,0
2,2303024903,$0,0         0,L A CITY,"","0, 0",0,0
2,2304004900,$124,0         0,L A CITY S BY S,"","0, 0",0,0
2,2304004901,$124,0         0,L A CITY S BY S,"","0, 0",0,0
2,2304008900,$124,0         0,L A CITY S BY S,"","0, 0",0,0
2,2304008901,$124,0         0,L A CITY S BY S,"","0, 0",0,0
2,2304008902,$124,0         0,L A CITY S BY S,"","0, 0",0,0
2,2304014900,$890,0         0,L A CITY S BY S,"","0, 0",0,0
2,2305001900,"$12,289",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
2,2305003900,"$27,532",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
2,2305004900,$124,0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
2,2305011902,$0,0         0,L A CITY,"","0, 0",0,0
2,2305032902,$124,0         0,L A CITY S BY S,"","0, 0",0,0
2,2307007900,"$78,384",0         0,L A CITY,"","0, 0",0,0
2,2307008900,"$41,110",0         0,L A CITY,"","0, 0",0,0
2,2307010901,$10,0         0,L A CITY,"","0, 0",0,0
2,2307010904,$106,0         0,L A CITY,"","0, 0",0,0
2,2307012901,"$2,172",0         0,L A CITY,"","0, 0",0,0
2,2307014900,$10,0         0,L A CITY S BY S,"","0, 0",0,0
2,2307014901,$10,0         0,L A CITY S BY S,"","0, 0",0,0
2,2307014902,$10,0         0,L A CITY S BY S,"","0, 0",0,0
2,2307015900,"$33,425",0         0,L A CITY S BY S,"","0, 0",0,0
2,2307015901,$10,0         0,L A CITY S BY S,"","0, 0",0,0
2,2307015902,$10,0         0,L A CITY S BY S,"","0, 0",0,0
2,2307015903,"$13,955",0         0,L A CITY S BY S,"","0, 0",0,0
2,2307020902,"$36,116",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
2,2307021901,$0,0         0,LACMTA,"","0, 0",0,0
2,2307025900,$0,0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
2,2308005900,$10,0         0,L A CITY S BY S,"","0, 0",0,0
2,2308008900,$10,0         0,L A CITY S BY S,"","0, 0",0,0
2,2308009900,"$4,350",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
2,2308009901,$10,0         0,L A CITY S BY S,"","0, 0",0,0
2,2308010901,"$274,107",0         0,L A CITY,"","0, 0",0,0
2,2308010902,$0,0         0,L A CITY S BY S,"","0, 0",0,0
2,2308011900,$10,0         0,L A CITY S BY S,"","0, 0",0,0
2,2308011901,$10,0         0,L A CITY S BY S,"","0, 0",0,0
2,2308011902,$10,0         0,L A CITY S BY S,"","0, 0",0,0
2,2308012900,"$10,752",0         0,L A CITY S BY S,"","0, 0",0,0
2,2308024900,"$107,719",0         0,L A CITY,"","0, 0",0,0
6,2310006900,"$78,384",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
6,2310007900,"$23,563",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
6,2310008900,"$99,903",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
6,2310011900,$124,0         0,L A CITY S BY S,"","0, 0",0,0
6,2310013900,$124,0         0,L A CITY,"","0, 0",0,0
6,2310019900,$124,0         0,L A CITY S BY S,"","0, 0",0,0
6,2310021900,$124,0         0,L A CITY,"","0, 0",0,0
6,2310021901,$124,0         0,L A CITY S BY S,"","0, 0",0,0
6,2310021902,$124,0         0,L A CITY S BY S,"","0, 0",0,0
6,2310022901,"$77,234",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
6,2310022903,"$81,586",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
6,2310023901,$0,0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
6,2311006900,$10,0         0,L A CITY S BY S,"","0, 0",0,0
6,2311007900,$10,0         0,L A CITY S BY S,"","0, 0",0,0
6,2311009900,$10,0         0,L A CITY S BY S,"","0, 0",0,0
6,2311010900,$10,0         0,L A CITY S BY S,"","0, 0",0,0
6,2314005900,"$249,772",0         0,L A CITY,"","0, 0",0,0
6,2314005903,"$242,086",0         0,L A CITY,"","0, 0",0,0
6,2314007900,"$36,630",0         0,L A CITY,"","0, 0",0,0
6,2315010900,$505,0         0,L A CITY S BY S,"","0, 0",0,0
2,2315025900,$124,0         0,L A CITY,"","0, 0",0,0
2,2315028900,"$10,625",0         0,L A CITY,"","0, 0",0,0
2,2315028901,$10,0         0,L A CITY,"","0, 0",0,0
6,2316001900,$0,0         0,L A CITY,"","0, 0",0,0
6,2316002901,$124,0         0,L A CITY S BY S,"","0, 0",0,0
2,2316021900,"$11,520",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
2,2316026900,"$23,563",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
6,2317006901,$0,0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
6,2317008900,$10,0         0,L A CITY,"","0, 0",0,0
6,2317008903,$0,0         0,L A CITY,"","0, 0",0,0
2,2317009900,"$106,437",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
2,2317009901,$10,0         0,L A CITY,"","0, 0",0,0
2,2317010900,"$34,450",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
2,2317011902,$10,0         0,L A CITY S BY S,"","0, 0",0,0
2,2317011903,$10,0         0,L A CITY S BY S,"","0, 0",0,0
2,2317011904,$10,0         0,L A CITY S BY S,"","0, 0",0,0
2,2317012900,$10,0         0,L A CITY,"","0, 0",0,0
2,2317013901,"$25,355",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
2,2317014904,"$222,860",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
2,2317015902,"$88,756",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
2,2317016900,"$265,126",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
2,2317016901,"$1,020",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
2,2317017900,"$65,449",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
2,2317018900,"$178,032",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
2,2317019900,"$189,557",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
2,2317019902,"$111,939",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
2,2317020903,$0,0         0,LACMTA,"","0, 0",0,0
2,2319003902,$0,0         0,LACMTA,"","0, 0",0,0
2,2319007900,"$15,621",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
2,2319008900,"$76,642",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
2,2319013900,"$15,364",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
2,2319017900,"$17,287",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
2,2320001902,"$125,652",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
2,2320001903,$0,0         0,LACMTA,"","0, 0",0,0
2,2320001904,$0,0         0,LACMTA,"","0, 0",0,0
2,2320005903,"$23,946",0         0,L A CITY S BY S,"","0, 0",0,0
2,2320005904,"$130,648",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
2,2320006902,$124,0         0,L A CITY S BY S,"","0, 0",0,0
2,2320006906,"$8,318",0         0,L A CITY S BY S,"","0, 0",0,0
2,2320006907,"$243,367",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
2,2320008904,"$334,314",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
2,2320009902,"$134,491",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
2,2320010900,"$12,034",0         0,L A CITY,"","0, 0",0,0
2,2320013900,"$21,256",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
2,2320015900,"$18,183",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
2,2320016903,"$118,733",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
2,2320017900,"$74,672",0         0,L A CITY,"","0, 0",0,0
2,2320017901,"$179,323",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
2,2320018902,"$81,971",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
2,2320019900,"$18,183",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
2,2320020900,"$178,042",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
2,2320021900,"$69,930",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
2,2321002900,"$151,140",0         0,L A CITY,"","0, 0",0,0
2,2321003900,"$189,557",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
2,2321003901,"$216,457",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
2,2321003902,"$238,229",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
2,2321003905,$0,0         0,LACMTA,"","0, 0",0,0
2,2321004900,"$233,106",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
2,2321007900,"$7,039",0         0,L A CITY,"","0, 0",0,0
2,2321007901,"$2,815",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
2,2321009900,$761,0         0,L A CITY S BY S,"","0, 0",0,0
2,2321010900,$124,0         0,L A CITY S BY S,"","0, 0",0,0
2,2321013900,$124,0         0,L A CITY S BY S,"","0, 0",0,0
2,2321013901,$124,0         0,L A CITY S BY S,"","0, 0",0,0
2,2321018900,"$42,905",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
2,2321020900,"$219,029",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
2,2321023900,"$17,799",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
2,2322020900,$124,0         0,L A CITY S BY S,"","0, 0",0,0
2,2324001902,$0,0         0,LACMTA,"","0, 0",0,0
2,2324001903,$0,0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
2,2324002901,$0,0         0,LACMTA,"","0, 0",0,0
2,2324006900,$249,0         0,L A CITY,"","0, 0",0,0
2,2324006903,$249,0         0,L A CITY,"","0, 0",0,0
2,2324008900,$124,0         0,L A CITY S BY S,"","0, 0",0,0
2,2324018900,$249,0         0,L A CITY S BY S,"","0, 0",0,0
2,2324026900,"$9,473",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
2,2324035900,"$787,756",0         0,L A CITY,"","0, 0",0,0
2,2324035901,"$1,180,920",0         0,L A CITY,"","0, 0",0,0
2,2325014900,$124,0         0,L A CITY S BY S,"","0, 0",0,0
2,2325015900,$124,0         0,L A CITY S BY S,"","0, 0",0,0
2,2326014900,$124,0         0,L A CITY,"","0, 0",0,0
2,2327007909,"$35,473",0         0,L A CITY DEPT OF WATER AND POWER,"","0, 0",0,0
2,2327007910,"$3,708",0         0,L A CITY S BY S,"","0, 0",0,0
2,2327013901,$249,0         0,L A CITY S BY S,"","0, 0",0,0
2,2327013902,"$2,172",0         0,L A CITY S BY S,"","0, 0",0,0
2,2327018900,$124,0         0,L A CITY S BY S,"","0, 0",0,0
